Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 14; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Unknown Gemmatimonadales family 11; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus Xiphinematobacter; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Xiphinematobacteraceae; g__Candidatus Xiphinematobacter; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 17; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Unknown Solibacteres (Acidobacteria group 3) order 3; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Daviesbacteria; o__; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Unknown Acidobacteriales family 5; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 15; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 13; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 12; g__; s__
k__Bacteria; p__Ca. Latescibacteria (WS3); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__TRA3-20; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Unknown Gemmatimonadales family 9; g__; s__
k__Bacteria; p__Ca. Latescibacteria (WS3); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__Unknown Blastocatellaceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__TRA3-20; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Unknown Solibacteraceae genus 16; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales Incertae Sedis; g__Rhizomicrobium; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 16; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Corynebacteriales; f__Unknown Corynebacteriales family 1; g__; s__
k__Bacteria; p__Epsilonbacteraeota; c__Desulfurellia; o__Desulfurellales; f__H16; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTA4; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 7a; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Unknown Betaproteobacteria order 2; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Unknown Planctomycetacia order 2; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 18; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Unknown Gemmatimonadales family 8; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Kuenenbacteria; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 13; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Unknown Blastocatellia (Acidobacteria group 4) order 2; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Unknown Planctomycetales family 27; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Unknown Rhizobiales family 6; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__TRA3-20; f__; g__; s__
k__Bacteria; p__Ca. Microgenomates (OP11); c__Candidatus Woesebacteria; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 5; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Unknown Acidobacteriia (Acidobacteria group 1) order 1; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Unknown Alphaproteobacteria order 1; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Unknown Blastocatellia (Acidobacteria group 4) order 1; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Unknown Thermoleophilia order 2; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 11; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__0319-6M6; g__; s__
k__Bacteria; p__Bacteroidetes; c__Saprospiria; o__Saprospirales; f__Haliscomenobacteraceae; g__; s__
k__Bacteria; p__Ca. Latescibacteria (WS3); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Unknown Rhizobiales family 8; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Unknown Anaerolineales family 2; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Unknown Anaerolineales family 1; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Unknown Anaerolineales family 3; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Unknown Anaerolineales family 4; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Unknown Acidobacteriales family 8; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 18; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Ca. Solibacter; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 10; f__Sva0725; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Pla4 lineage; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 8 (TK10); o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales Incertae Sedis; g__Rhizomicrobium; s__
k__Bacteria; p__Ca. Parcubacteria; c__Candidatus Azambacteria; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Unknown Myxococcales family 12; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales Incertae Sedis; g__Rhizomicrobium; s__
k__Bacteria; p__Planctomycetes; c__OM190; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Unknown Blastocatellales family 11; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Unknown Blastocatellia (Acidobacteria group 4) order 3; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Pla1 lineage; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Unknown Solibacteres (Acidobacteria group 3) order 4; f__; g__; s__
k__Archaeplastida; p__Chlorophyta; c__Chlorophyceae; o__; f__; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__; s__
k__SAR; p__Cercozoa; c__Imbricatea; o__Thaumatomonadida; f__Thaumatomonadidae; g__; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__Chromulinales; f__Spumella family incertae sedis; g__Spumella; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__Chromulinales; f__Spumella family incertae sedis; g__Spumella; s__
k__Archaeplastida; p__Amb-18S-1050; c__; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Euamoebida; f__BOLA868; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__; g__; s__
k__SAR; p__Bicosoecida phylum incertae sedis; c__Bicosoecida class incertae sedis; o__Bicosoecida; f__Bicosoeca family incertae sedis; g__Bicosoeca; s__
k__Opisthokonta; p__Endogonales phylum incertae sedis; c__Endogonales class incertae sedis; o__Endogonales; f__; g__; s__
k__Opisthokonta; p__Endogonales phylum incertae sedis; c__Endogonales class incertae sedis; o__Endogonales; f__; g__; s__
k__SAR; p__Labyrinthulomycetes phylum incertae sedis; c__Labyrinthulomycetes; o__Unknown Labyrinthulomycetes order 1; f__; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__; g__; s__
k__SAR; p__Cercozoa; c__Glissomonadida class incertae sedis; o__Glissomonadida; f__Allantion family incertae sedis; g__Allantion; s__
k__SAR; p__Cercozoa; c__Thecofilosea; o__; f__; g__; s__
k__SAR; p__Cercozoa; c__; o__; f__; g__; s__
k__Opisthokonta; p__Nematoda; c__Enoplea; o__Dorylaimida; f__; g__; s__
k__SAR; p__Ciliophora; c__Litostomatea; o__Unknown Litostomatea order 1; f__; g__; s__
k__SAR; p__Cercozoa; c__; o__; f__; g__; s__
k__Archaeplastida; p__Bryophyta; c__Amb-18S-1121; o__; f__; g__; s__
k__Opisthokonta; p__Basidiomycota; c__Agaricomycetes; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Cyrtolophosidida; f__Microdiaphanosoma family incertae sedis; g__Unknown Microdiaphanosoma family incertae sedis genus 1; s__
k__Archaeplastida; p__Tracheophyta; c__Magnoliophyta; o__; f__; g__; s__
k__Opisthokonta; p__Choanoflagellida; c__Clade L; o__; f__; g__; s__
k__Amoebozoa; p__Lobosa; c__Tubulinea; o__Leptomyxida; f__Unknown Leptomyxida family 1; g__; s__
k__Amoebozoa; p__LKM74; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Sandaracinaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Unknown Bryobacteraceae genus 14; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Unknown Chthoniobacteraceae genus 4; s__
k__SAR; p__Cercozoa; c__Novel Clade Gran-5; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Woodsholea; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 5; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Unknown Geobacteraceae genus 1; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Ca. Dependentiae (TM6); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Unknown Xanthobacteraceae genus 2; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Microbacteriaceae; g__Leifsonia; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfatirhabdium; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Unknown Bdellovibrionaceae genus 2; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 1; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Unknown Planctomycetales family 15; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 13; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 13; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 13; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 17; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 12; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__DA101 soil group; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 2; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__RB41; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__PAUC26f; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Unknown Chthoniobacterales family 2; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 11; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 11; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__env.OPS 17; g__; s__
k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 2; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Unknown Chthonomonadaceae genus 5; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Unknown Chthonomonadaceae genus 4; s__
k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia (class); o__FCPU453; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__; s__
k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 6; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
